VENDOR_KEY,RETAILER_KEY,ITEM_KEY,STORE_KEY,PERIOD_KEY,MODULAR_KEY,REQUEST_DATE,STORE_SPECIFIC_RETAIL,POS_SALES,POS_QTY,POS_COST,MAX_SHELF_QTY,GROSS_SHIP_QTY,GROSS_SHIP_RETAIL,NET_SHIP_QTY,NET_SHIP_RETAIL,AVG_TRAITED_STORE_ITEM_COMB,AVG_VALID_STORE_ITEM_COMB,AVG_STR_DD_RATE_OF_SALE,AVG_IN_STOCK,AVG_REPL_IN_STOCK,HIST_ON_HAND_QTY,SI_MUMD_QTY,SI_TOTAL_MUMD,NUM_OF_BASKET_OCCURENCES,BASKET_SCAN_COUNT,BASKET_SALES,BASKET_GM,REPLENISHEDFLAG
308,1010,1010372,646,20170107,3715,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,693,20170107,3487,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,757,20170107,3754,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,772,20170107,3842,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,778,20170107,3911,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,815,20170107,1,2/9/2017,,4,1,,0,0,0,0,0,0,0,,0,0,0,0,0,1,21,64.29,64.29,1
308,1010,1010372,848,20170107,3948,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,899,20170107,3782,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,951,20170107,1,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,959,20170107,3946,2/9/2017,,4,1,,0,0,0,0,0,0,0,,0,0,0,0,0,1,4,9.91,9.91,1
308,1010,1010372,969,20170107,4079,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,972,20170107,1,2/9/2017,,4,1,,0,0,0,0,0,0,0,,0,0,0,0,0,1,28,32.91,32.91,1
308,1010,1010372,1010,20170107,1,2/2/2017,,4,1,,0,0,0,0,0,0,0,,0,0,0,0,0,1,14,53.9,53.9,1
308,1010,1010372,1029,20170107,3612,2/2/2017,,4.97,1,,0,0,0,0,0,0,0,,0,0,0,0,0,1,5,14.23,14.23,1
308,1010,1010372,1068,20170107,3838,2/2/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1070,20170107,1,2/2/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1104,20170107,4005,2/2/2017,,4,1,,0,0,0,0,0,0,0,,0,0,0,0,0,1,14,42.54,42.54,1
308,1010,1010372,1147,20170107,3943,2/2/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1194,20170107,1,2/2/2017,,4,1,,0,0,0,0,0,0,0,,0,0,0,0,0,1,24,40.8,40.8,1
308,1010,1010372,1236,20170107,3624,2/2/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1244,20170107,4014,2/2/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1274,20170107,1,2/2/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1352,20170107,3617,2/2/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1379,20170107,4327,2/2/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1462,20170107,3495,2/2/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1476,20170107,4097,2/2/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1531,20170107,4027,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1607,20170107,4162,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1650,20170107,3809,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1716,20170107,3779,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1735,20170107,3967,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1761,20170107,3847,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1822,20170107,1,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1840,20170107,4010,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1937,20170107,3946,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,2021,20170107,4031,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,2028,20170107,1,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,2068,20170107,4032,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,2102,20170107,1,2/9/2017,,8,2,,0,0,0,0,0,0,0,,0,0,0,2,1.94,2,74,263.3,263.3,1
308,1010,1010372,2115,20170107,4077,2/9/2017,,4.97,1,,0,0,0,0,0,0,0,,0,0,0,0,0,1,10,44.14,44.14,1
308,1010,1010372,2128,20170107,3603,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,2155,20170107,1,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,2163,20170107,3864,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,2215,20170107,3968,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,2311,20170107,1,2/9/2017,,4.97,1,,0,0,0,0,0,0,0,,0,0,0,0,0,1,21,84.78,84.78,1
308,1010,1010372,2426,20170107,3789,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,2592,20170107,1,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,2643,20170107,3789,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,2693,20170107,4005,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,2752,20170107,3838,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,2767,20170107,3864,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,2831,20170107,3762,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,2903,20170107,3631,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,2911,20170107,3847,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,2929,20170107,4378,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,3214,20170107,1,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,3277,20170107,3809,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,3307,20170107,3916,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,3328,20170107,3895,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,5,4.85,0,0,0,0,1
308,1010,1010372,3391,20170107,3908,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,3412,20170107,3854,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,3425,20170107,3952,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,3435,20170107,3946,2/9/2017,,4.97,1,,0,0,0,0,0,0,0,,0,0,0,0,0,1,28,57.01,57.01,1
308,1010,1010372,3538,20170107,3746,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,3807,20170107,4314,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,3824,20170107,3838,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,3831,20170107,3825,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,3875,20170107,1,2/2/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,4238,20170107,4162,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,4423,20170107,4335,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,5124,20170107,4335,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,5361,20170107,3809,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,5385,20170107,3916,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,534710,20170107,3635,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1005285,20170107,4314,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1503173,20170107,1,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1515296,20170107,3492,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1634671,20170107,3943,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010372,1634931,20170107,3538,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010373,739,20170107,2983,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010374,94,20170107,1,2/9/2017,3,0,0,,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,1
308,1010,1010374,115,20170107,3487,2/9/2017,0,0,0,,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,1
308,1010,1010374,596,20170107,3564,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010374,623,20170107,1,2/9/2017,3,0,0,,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,1
308,1010,1010374,624,20170107,3825,2/9/2017,1,0,0,,0,0,0,0,0,0,0,,0,0,9,0,0,0,0,0,0,1
308,1010,1010374,674,20170107,3847,2/9/2017,3,0,0,,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,1
308,1010,1010374,687,20170107,3847,2/9/2017,3,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010374,739,20170107,1,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010374,875,20170107,2696,2/9/2017,3.97,0,0,,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,0,1
308,1010,1010374,898,20170107,3425,2/9/2017,3,0,0,,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,1
308,1010,1010374,1055,20170107,3919,2/2/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010374,1069,20170107,3536,2/2/2017,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010374,1143,20170107,3545,2/2/2017,3,0,0,,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,1
308,1010,1010374,1434,20170107,3790,2/2/2017,2,0,0,,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0,0,1
308,1010,1010374,1511,20170107,3798,2/9/2017,1,0,0,,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,1
308,1010,1010374,1734,20170107,3742,2/9/2017,3,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010374,1902,20170107,1,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010374,1983,20170107,3919,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010374,2290,20170107,3635,2/9/2017,3,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010374,2360,20170107,3732,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010374,2542,20170107,3715,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010374,2814,20170107,3789,2/9/2017,3,0,0,,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,1
308,1010,1010374,2891,20170107,4162,2/9/2017,3,0,0,,0,0,0,0,0,0,0,,0,0,4,0,0,0,0,0,0,1
308,1010,1010374,2892,20170107,3742,2/9/2017,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
308,1010,1010374,3300,20170107,4162,2/9/2017,1,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
